Algorithm,Imputer,Imbalance,Metric,Score,Set,MainMetric
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-AUC,99.15,Train,AUC
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-AUC,99.78,Train,AUC
XGBoost,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-AUC,100.0,Train,AUC
LogisticRegression,KNNImptuer__SimpleImputer_mode,AllKNN,Train-AUC,97.35,Train,AUC
DecisionTree,KNNImptuer__SimpleImputer_mode,AllKNN,Train-AUC,100.0,Train,AUC
NaiveBayes,KNNImptuer__SimpleImputer_mode,AllKNN,Train-AUC,93.16,Train,AUC
KNN,KNNImptuer__SimpleImputer_mode,AllKNN,Train-AUC,97.65,Train,AUC
SVM,KNNImptuer__SimpleImputer_mode,AllKNN,Train-AUC,98.03,Train,AUC
RandomForest,KNNImptuer__SimpleImputer_mode,AllKNN,Train-AUC,100.0,Train,AUC
GradientBoosting,KNNImptuer__SimpleImputer_mode,AllKNN,Train-AUC,98.05,Train,AUC
Bagging,KNNImptuer__SimpleImputer_mode,AllKNN,Train-AUC,99.83,Train,AUC
XGBoost,KNNImptuer__SimpleImputer_mode,AllKNN,Train-AUC,100.0,Train,AUC
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,97.63,Test,F-1
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,97.32,Test,F-1
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,93.13,Test,F-1
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,96.73,Test,F-1
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,97.71,Test,F-1
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,98.12,Test,F-1
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,97.99,Test,F-1
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,98.0,Test,F-1
XGBoost,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,98.07,Test,F-1
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-F-1,97.77,Test,F-1
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-F-1,97.2,Test,F-1
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-F-1,93.72,Test,F-1
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-F-1,97.17,Test,F-1
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-F-1,97.73,Test,F-1
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-F-1,98.15,Test,F-1
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-F-1,98.17,Test,F-1
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-F-1,97.77,Test,F-1
XGBoost,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-F-1,98.09,Test,F-1
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,94.13,Test,F-1
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,91.91,Test,F-1
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,89.56,Test,F-1
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,91.54,Test,F-1
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,94.05,Test,F-1
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,94.37,Test,F-1
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,94.23,Test,F-1
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,93.7,Test,F-1
XGBoost,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,94.58,Test,F-1
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,98.22,Test,F-1
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,97.86,Test,F-1
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,91.83,Test,F-1
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,97.15,Test,F-1
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,98.5,Test,F-1
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,98.33,Test,F-1
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,98.41,Test,F-1
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,98.4,Test,F-1
XGBoost,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,98.4,Test,F-1
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-F-1,97.37,Test,F-1
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-F-1,95.33,Test,F-1
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-F-1,92.44,Test,F-1
KNN,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-F-1,94.55,Test,F-1
SVM,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-F-1,97.38,Test,F-1
RandomForest,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-F-1,97.21,Test,F-1
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-F-1,97.02,Test,F-1
Bagging,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-F-1,96.4,Test,F-1
XGBoost,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-F-1,96.62,Test,F-1
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,97.49,Test,F-1
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,97.24,Test,F-1
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,93.26,Test,F-1
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,96.78,Test,F-1
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,97.73,Test,F-1
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,98.26,Test,F-1
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,98.08,Test,F-1
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,97.86,Test,F-1
XGBoost,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,98.07,Test,F-1
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-F-1,97.8,Test,F-1
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-F-1,97.43,Test,F-1
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-F-1,93.85,Test,F-1
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-F-1,97.03,Test,F-1
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-F-1,97.98,Test,F-1
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-F-1,98.29,Test,F-1
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-F-1,98.08,Test,F-1
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-F-1,97.8,Test,F-1
XGBoost,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-F-1,98.04,Test,F-1
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,94.04,Test,F-1
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,91.4,Test,F-1
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,89.56,Test,F-1
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,92.37,Test,F-1
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,94.3,Test,F-1
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,94.73,Test,F-1
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,94.14,Test,F-1
Bagging,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,94.13,Test,F-1
XGBoost,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,94.18,Test,F-1
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,97.61,Test,F-1
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,96.97,Test,F-1
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,90.3,Test,F-1
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,95.74,Test,F-1
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,97.22,Test,F-1
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,97.39,Test,F-1
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,97.99,Test,F-1
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,97.45,Test,F-1
XGBoost,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,97.46,Test,F-1
LogisticRegression,KNNImptuer__SimpleImputer_mode,AllKNN,Test-F-1,95.85,Test,F-1
DecisionTree,KNNImptuer__SimpleImputer_mode,AllKNN,Test-F-1,95.45,Test,F-1
NaiveBayes,KNNImptuer__SimpleImputer_mode,AllKNN,Test-F-1,91.75,Test,F-1
KNN,KNNImptuer__SimpleImputer_mode,AllKNN,Test-F-1,93.91,Test,F-1
SVM,KNNImptuer__SimpleImputer_mode,AllKNN,Test-F-1,96.05,Test,F-1
RandomForest,KNNImptuer__SimpleImputer_mode,AllKNN,Test-F-1,96.05,Test,F-1
GradientBoosting,KNNImptuer__SimpleImputer_mode,AllKNN,Test-F-1,95.8,Test,F-1
Bagging,KNNImptuer__SimpleImputer_mode,AllKNN,Test-F-1,96.17,Test,F-1
XGBoost,KNNImptuer__SimpleImputer_mode,AllKNN,Test-F-1,95.85,Test,F-1
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,97.62,Test,Accuracy
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,97.31,Test,Accuracy
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,93.33,Test,Accuracy
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,96.68,Test,Accuracy
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,97.68,Test,Accuracy
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,98.11,Test,Accuracy
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,98.0,Test,Accuracy
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,98.0,Test,Accuracy
XGBoost,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,98.05,Test,Accuracy
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Accuracy,97.77,Test,Accuracy
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Accuracy,97.19,Test,Accuracy
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Accuracy,93.87,Test,Accuracy
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Accuracy,97.14,Test,Accuracy
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Accuracy,97.71,Test,Accuracy
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Accuracy,98.14,Test,Accuracy
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Accuracy,98.17,Test,Accuracy
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Accuracy,97.77,Test,Accuracy
XGBoost,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Accuracy,98.08,Test,Accuracy
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,96.99,Test,Accuracy
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,95.83,Test,Accuracy
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,94.63,Test,Accuracy
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,95.79,Test,Accuracy
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,96.95,Test,Accuracy
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,97.12,Test,Accuracy
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,97.03,Test,Accuracy
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,96.78,Test,Accuracy
XGBoost,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,97.21,Test,Accuracy
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,98.28,Test,Accuracy
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.93,Test,Accuracy
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,92.5,Test,Accuracy
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.24,Test,Accuracy
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,98.53,Test,Accuracy
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,98.36,Test,Accuracy
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,98.45,Test,Accuracy
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,98.45,Test,Accuracy
XGBoost,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,98.45,Test,Accuracy
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Accuracy,97.64,Test,Accuracy
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Accuracy,95.88,Test,Accuracy
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Accuracy,93.52,Test,Accuracy
KNN,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Accuracy,95.19,Test,Accuracy
SVM,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Accuracy,97.64,Test,Accuracy
RandomForest,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Accuracy,97.48,Test,Accuracy
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Accuracy,97.33,Test,Accuracy
Bagging,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Accuracy,96.8,Test,Accuracy
XGBoost,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Accuracy,96.95,Test,Accuracy
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,97.48,Test,Accuracy
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,97.22,Test,Accuracy
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,93.44,Test,Accuracy
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,96.74,Test,Accuracy
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,97.71,Test,Accuracy
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,98.25,Test,Accuracy
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,98.08,Test,Accuracy
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,97.85,Test,Accuracy
XGBoost,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,98.05,Test,Accuracy
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Accuracy,97.79,Test,Accuracy
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Accuracy,97.42,Test,Accuracy
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Accuracy,93.99,Test,Accuracy
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Accuracy,96.99,Test,Accuracy
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Accuracy,97.97,Test,Accuracy
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Accuracy,98.28,Test,Accuracy
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Accuracy,98.08,Test,Accuracy
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Accuracy,97.79,Test,Accuracy
XGBoost,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Accuracy,98.02,Test,Accuracy
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,96.95,Test,Accuracy
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,95.57,Test,Accuracy
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,94.63,Test,Accuracy
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,96.17,Test,Accuracy
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,97.08,Test,Accuracy
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,97.29,Test,Accuracy
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,96.99,Test,Accuracy
Bagging,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,96.99,Test,Accuracy
XGBoost,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,96.99,Test,Accuracy
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.67,Test,Accuracy
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.07,Test,Accuracy
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,90.95,Test,Accuracy
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,95.86,Test,Accuracy
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.24,Test,Accuracy
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.41,Test,Accuracy
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,98.02,Test,Accuracy
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.5,Test,Accuracy
XGBoost,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.5,Test,Accuracy
LogisticRegression,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Accuracy,96.31,Test,Accuracy
DecisionTree,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Accuracy,96.0,Test,Accuracy
NaiveBayes,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Accuracy,93.01,Test,Accuracy
KNN,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Accuracy,94.7,Test,Accuracy
SVM,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Accuracy,96.46,Test,Accuracy
RandomForest,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Accuracy,96.46,Test,Accuracy
GradientBoosting,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Accuracy,96.23,Test,Accuracy
Bagging,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Accuracy,96.62,Test,Accuracy
XGBoost,KNNImptuer__SimpleImputer_mode,AllKNN,Test-Accuracy,96.31,Test,Accuracy
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,95.25,Test,Kappa
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,94.62,Test,Kappa
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,86.66,Test,Kappa
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,93.36,Test,Kappa
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,95.36,Test,Kappa
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,96.22,Test,Kappa
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,95.99,Test,Kappa
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,95.99,Test,Kappa
XGBoost,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,96.11,Test,Kappa
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Kappa,95.53,Test,Kappa
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Kappa,94.39,Test,Kappa
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Kappa,87.75,Test,Kappa
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Kappa,94.27,Test,Kappa
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Kappa,95.42,Test,Kappa
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Kappa,96.28,Test,Kappa
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Kappa,96.33,Test,Kappa
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Kappa,95.53,Test,Kappa
XGBoost,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Test-Kappa,96.16,Test,Kappa
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,92.11,Test,Kappa
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,89.1,Test,Kappa
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,85.94,Test,Kappa
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,88.74,Test,Kappa
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,92.0,Test,Kappa
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,92.43,Test,Kappa
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,92.23,Test,Kappa
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,91.54,Test,Kappa
XGBoost,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,92.7,Test,Kappa
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,96.55,Test,Kappa
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,95.86,Test,Kappa
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,84.93,Test,Kappa
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,94.48,Test,Kappa
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,97.07,Test,Kappa
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,96.72,Test,Kappa
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,96.89,Test,Kappa
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,96.89,Test,Kappa
XGBoost,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,96.89,Test,Kappa
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Kappa,95.22,Test,Kappa
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Kappa,91.65,Test,Kappa
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Kappa,86.78,Test,Kappa
KNN,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Kappa,90.26,Test,Kappa
SVM,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Kappa,95.23,Test,Kappa
RandomForest,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Kappa,94.92,Test,Kappa
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Kappa,94.6,Test,Kappa
Bagging,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Kappa,93.51,Test,Kappa
XGBoost,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Test-Kappa,93.84,Test,Kappa
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,94.96,Test,Kappa
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,94.44,Test,Kappa
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,86.89,Test,Kappa
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,93.47,Test,Kappa
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,95.42,Test,Kappa
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,96.51,Test,Kappa
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,96.16,Test,Kappa
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,95.7,Test,Kappa
XGBoost,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,96.11,Test,Kappa
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Kappa,95.59,Test,Kappa
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Kappa,94.85,Test,Kappa
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Kappa,87.97,Test,Kappa
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Kappa,93.99,Test,Kappa
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Kappa,95.93,Test,Kappa
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Kappa,96.56,Test,Kappa
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Kappa,96.16,Test,Kappa
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Kappa,95.59,Test,Kappa
XGBoost,KNNImptuer__SimpleImputer_mode,MWMOTE,Test-Kappa,96.05,Test,Kappa
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,91.99,Test,Kappa
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,88.41,Test,Kappa
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,85.94,Test,Kappa
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,89.83,Test,Kappa
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,92.33,Test,Kappa
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,92.91,Test,Kappa
